Formula,PG,First,SG1,Second,SG2
BaZn2,mmm,Ba,Im-3m,Zn,P63/mmc
BaZn5,mmm,Ba,Im-3m,Zn,P63/mmc
BaZn,m-3m,Ba,Im-3m,Zn,P63/mmc
LaAg,m-3m,La,P63/mmc,Ag,Fm-3m
LaAl,mmm,La,P63/mmc,Al,Fm-3m
LaAl2,m-3m,La,P63/mmc,Al,Fm-3m
LaAl3,6/mmm,La,P63/mmc,Al,Fm-3m
LaAl4,4/mmm,La,P63/mmc,Al,Fm-3m
La3Al,m-3m,La,P63/mmc,Al,Fm-3m
LaAs,m-3m,La,P63/mmc,As,R-3m
LaAu,mmm,La,P63/mmc,Au,Fm-3m
LaAu3,6/mmm,La,P63/mmc,Au,Fm-3m
LaAu3,m-3m,La,P63/mmc,Au,Fm-3m
LaB4,4/mmm,La,P63/mmc,B,R-3m
LaB6,m-3m,La,P63/mmc,B,R-3m
LaBi3,m-3m,La,P63/mmc,Bi,C12/m1
LaBr3,6/m,La,P63/mmc,Br,Cmca
LaBr,-3m,La,P63/mmc,Br,Cmca
LaC2,4/mmm,La,P63/mmc,C,P63/mmc
LaCd2,6/mmm,La,P63/mmc,Cd,P63/mmc
LaCd,m-3m,La,P63/mmc,Cd,P63/mmc
LaCl3,6/m,La,P63/mmc,Cl,Cmca
La3Co,mmm,La,P63/mmc,Co,P63/mmc
La2Co3,mmm,La,P63/mmc,Co,P63/mmc
LaCo5,mmm,La,P63/mmc,Co,P63/mmc
LaCo5,6/mmm,La,P63/mmc,Co,P63/mmc
LaCu2,6/mmm,La,P63/mmc,Cu,Fm-3m
La3Dy,4/mmm,La,P63/mmc,Dy,P63/mmc
La3Er,4/mmm,La,P63/mmc,Er,P63/mmc
LaF3,6mm,La,P63/mmc,F,C12/c1
LaF3,6/mmm,La,P63/mmc,F,C12/c1
LaF3,m-3m,La,P63/mmc,F,C12/c1
La3Ga,m-3m,La,P63/mmc,Ga,Cmca
LaGe,mmm,La,P63/mmc,Ge,Fm-3m
LaGe2,4/mmm,La,P63/mmc,Ge,Fm-3m
LaH3,m-3m,La,P63/mmc,H,P63/mmc
La3Hf,m-3m,La,P63/mmc,Hf,P63/mmc
LaI2,4/mmm,La,P63/mmc,I,Cmca
LaI3,mmm,La,P63/mmc,I,Cmca
LaIn3,m-3m,La,P63/mmc,In,I4/mmm
La2In,6/mmm,La,P63/mmc,In,I4/mmm
LaIr2,m-3m,La,P63/mmc,Ir,Fm-3m
LaMg,m-3m,La,P63/mmc,Mg,P63/mmc
LaMg2,m-3m,La,P63/mmc,Mg,P63/mmc
LaMg3,m-3m,La,P63/mmc,Mg,P63/mmc
LaN,6mm,La,P63/mmc,N,P63/mmc
LaN,m-3m,La,P63/mmc,N,P63/mmc
LaN,m-3m,La,P63/mmc,N,P63/mmc
LaNi5,6/mmm,La,P63/mmc,Ni,Fm-3m
La2O3,-3m,La,P63/mmc,O,C12/m1
La2O3,m-3m,La,P63/mmc,O,C12/m1
LaOs2,m-3m,La,P63/mmc,Os,P63/mmc
LaP,m-3m,La,P63/mmc,P,P-1
LaPb3,m-3m,La,P63/mmc,Pb,Fm-3m
LaPd5,6/mmm,La,P63/mmc,Pd,Fm-3m
LaPd3,m-3m,La,P63/mmc,Pd,Fm-3m
LaPt3,m-3m,La,P63/mmc,Pt,Fm-3m
LaRh2,m-3m,La,P63/mmc,Rh,Fm-3m
LaRu2,m-3m,La,P63/mmc,Ru,P63/mmc
LaS,m-3m,La,P63/mmc,S,Fddd
La2S3,mmm,La,P63/mmc,S,Fddd
LaS2,4/mmm,La,P63/mmc,S,Fddd
LaSe,m-3m,La,P63/mmc,Se,P121/c1
LaSi,mmm,La,P63/mmc,Si,Fd-3m
LaSi2,4/mmm,La,P63/mmc,Si,Fd-3m
La5Si4,422,La,P63/mmc,Si,Fd-3m
La3Si2,4/mmm,La,P63/mmc,Si,Fd-3m
LaSi,mmm,La,P63/mmc,Si,Fd-3m
La3Sn,m-3m,La,P63/mmc,Sn,I41/amd
LaTb3,6/mmm,La,P63/mmc,Tb,P63/mmc
LaTe,m-3m,La,P63/mmc,Te,P3121
La3Te4,-43m,La,P63/mmc,Te,P3121
LaTe2,4/mmm,La,P63/mmc,Te,P3121
LaTe,m-3m,La,P63/mmc,Te,P3121
LaTl,m-3m,La,P63/mmc,Tl,P63/mmc
LaTl3,m-3m,La,P63/mmc,Tl,P63/mmc
LaZn5,6/mmm,La,P63/mmc,Zn,P63/mmc
CeAg,4/mmm,Ce,P63/mmc,Ag,Fm-3m
CeAg,m-3m,Ce,P63/mmc,Ag,Fm-3m
CeAl3,6/mmm,Ce,P63/mmc,Al,Fm-3m
CeAl2,m-3m,Ce,P63/mmc,Al,Fm-3m
CeAl,mmm,Ce,P63/mmc,Al,Fm-3m
Ce3Al,m-3m,Ce,P63/mmc,Al,Fm-3m
CeAl,m-3m,Ce,P63/mmc,Al,Fm-3m
CeAs,m-3m,Ce,P63/mmc,As,R-3m
CeAu,mmm,Ce,P63/mmc,Au,Fm-3m
CeB6,m-3m,Ce,P63/mmc,B,R-3m
CeBe13,m-3m,Ce,P63/mmc,Be,P63/mmc
CeBi,m-3m,Ce,P63/mmc,Bi,C12/m1
CeBr3,6/m,Ce,P63/mmc,Br,Cmca
Ce2C3,-43m,Ce,P63/mmc,C,P63/mmc
CeC2,4/mmm,Ce,P63/mmc,C,P63/mmc
CeCd3,m-3m,Ce,P63/mmc,Cd,P63/mmc
CeCd2,6/mmm,Ce,P63/mmc,Cd,P63/mmc
CeCd,4/mmm,Ce,P63/mmc,Cd,P63/mmc
CeCd,m-3m,Ce,P63/mmc,Cd,P63/mmc
CeCl3,6/m,Ce,P63/mmc,Cl,Cmca
CeFe2,m-3m,Ce,P63/mmc,Fe,Im-3m
CeGa2,6/mmm,Ce,P63/mmc,Ga,Cmca
Ce3Ga,m-3m,Ce,P63/mmc,Ga,Cmca
CeH2,m-3m,Ce,P63/mmc,H,P63/mmc
CeH3,m-3m,Ce,P63/mmc,H,P63/mmc
CeHg,m-3m,Ce,P63/mmc,Hg,R-3m
CeHg2,6/mmm,Ce,P63/mmc,Hg,R-3m
CeIn3,m-3m,Ce,P63/mmc,In,I4/mmm
CeIr2,m-3m,Ce,P63/mmc,Ir,Fm-3m
CeIr5,6/mmm,Ce,P63/mmc,Ir,Fm-3m
CeMg3,m-3m,Ce,P63/mmc,Mg,P63/mmc
CeMg,-6m2,Ce,P63/mmc,Mg,P63/mmc
CeMg3,m-3m,Ce,P63/mmc,Mg,P63/mmc
CeMg,m-3m,Ce,P63/mmc,Mg,P63/mmc
Ce2Mg,4/mmm,Ce,P63/mmc,Mg,P63/mmc
CeN,m-3m,Ce,P63/mmc,N,P63/mmc
CeNi2,m-3m,Ce,P63/mmc,Ni,Fm-3m
CeNi,mmm,Ce,P63/mmc,Ni,Fm-3m
CeNi5,6/mmm,Ce,P63/mmc,Ni,Fm-3m
CeO,m-3m,Ce,P63/mmc,O,C12/m1
CeO2,m-3m,Ce,P63/mmc,O,C12/m1
CeO2,4/mmm,Ce,P63/mmc,O,C12/m1
CeO2,6/mmm,Ce,P63/mmc,O,C12/m1
CeOs2,m-3m,Ce,P63/mmc,Os,P63/mmc
CeP,m-3m,Ce,P63/mmc,P,P-1
CeP,m-3m,Ce,P63/mmc,P,P-1
CePb3,m-3m,Ce,P63/mmc,Pb,Fm-3m
Ce3Pb,m-3m,Ce,P63/mmc,Pb,Fm-3m
CePd7,m-3m,Ce,P63/mmc,Pd,Fm-3m
CePd3,m-3m,Ce,P63/mmc,Pd,Fm-3m
CePt3,m-3m,Ce,P63/mmc,Pt,Fm-3m
CePt5,6/mmm,Ce,P63/mmc,Pt,Fm-3m
CeRh3,m-3m,Ce,P63/mmc,Rh,Fm-3m
CeRh2,m-3m,Ce,P63/mmc,Rh,Fm-3m
CeRu2,m-3m,Ce,P63/mmc,Ru,P63/mmc
CeS,m-3m,Ce,P63/mmc,S,Fddd
CeS,4/mmm,Ce,P63/mmc,S,Fddd
CeS,m-3m,Ce,P63/mmc,S,Fddd
CeSb,m-3m,Ce,P63/mmc,Sb,R-3m
CeSb,4/mmm,Ce,P63/mmc,Sb,R-3m
CeSe,m-3m,Ce,P63/mmc,Se,P121/c1
CeSe2,2/m,Ce,P63/mmc,Se,P121/c1
CeSe2,4/mmm,Ce,P63/mmc,Se,P121/c1
CeSe2,mmm,Ce,P63/mmc,Se,P121/c1
CeSe,m-3m,Ce,P63/mmc,Se,P121/c1
CeSe2,6/mmm,Ce,P63/mmc,Se,P121/c1
CeSi2,4/mmm,Ce,P63/mmc,Si,Fd-3m
Ce3Sn,m-3m,Ce,P63/mmc,Sn,I41/amd
CeSn3,m-3m,Ce,P63/mmc,Sn,I41/amd
CeTe,m-3m,Ce,P63/mmc,Te,P3121
CeTe,m-3m,Ce,P63/mmc,Te,P3121
CeY3,4/mmm,Ce,P63/mmc,Y,P63/mmc
CeZn2,mmm,Ce,P63/mmc,Zn,P63/mmc
CeZn,m-3m,Ce,P63/mmc,Zn,P63/mmc
Ce3Zn,4/mmm,Ce,P63/mmc,Zn,P63/mmc
PrAg,m-3m,Pr,P63/mmc,Ag,Fm-3m
PrAg2,6/mmm,Pr,P63/mmc,Ag,Fm-3m
PrAl2,m-3m,Pr,P63/mmc,Al,Fm-3m
PrAl3,6/mmm,Pr,P63/mmc,Al,Fm-3m
Pr3Al,m-3m,Pr,P63/mmc,Al,Fm-3m
PrAl3,m-3m,Pr,P63/mmc,Al,Fm-3m
PrAs,m-3m,Pr,P63/mmc,As,R-3m
PrAs3,m-3m,Pr,P63/mmc,As,R-3m
PrAs,4/mmm,Pr,P63/mmc,As,R-3m
PrB6,m-3m,Pr,P63/mmc,B,R-3m
PrBi,m-3m,Pr,P63/mmc,Bi,C12/m1
PrBi,m-3m,Pr,P63/mmc,Bi,C12/m1
PrBr3,6/m,Pr,P63/mmc,Br,Cmca
PrC2,4/mmm,Pr,P63/mmc,C,P63/mmc
PrCd3,m-3m,Pr,P63/mmc,Cd,P63/mmc
PrCd,m-3m,Pr,P63/mmc,Cd,P63/mmc
PrCd2,6/mmm,Pr,P63/mmc,Cd,P63/mmc
PrCl3,6/m,Pr,P63/mmc,Cl,Cmca
PrCo2,m-3m,Pr,P63/mmc,Co,P63/mmc
PrCu5,6/mmm,Pr,P63/mmc,Cu,Fm-3m
PrDy3,m-3m,Pr,P63/mmc,Dy,P63/mmc
Pr3Er,m-3m,Pr,P63/mmc,Er,P63/mmc
PrGa2,6/mmm,Pr,P63/mmc,Ga,Cmca
PrGa3,6/mmm,Pr,P63/mmc,Ga,Cmca
PrGe,mmm,Pr,P63/mmc,Ge,Fm-3m
PrGe2,4/mmm,Pr,P63/mmc,Ge,Fm-3m
PrGe3,m-3m,Pr,P63/mmc,Ge,Fm-3m
PrH2,m-3m,Pr,P63/mmc,H,P63/mmc
PrH3,4/mmm,Pr,P63/mmc,H,P63/mmc
Pr3Hf,m-3m,Pr,P63/mmc,Hf,P63/mmc
PrHg,m-3m,Pr,P63/mmc,Hg,R-3m
PrHo3,6/mmm,Pr,P63/mmc,Ho,P63/mmc
PrI3,6/mmm,Pr,P63/mmc,I,Cmca
Pr3In,m-3m,Pr,P63/mmc,In,I4/mmm
PrIn,m-3m,Pr,P63/mmc,In,I4/mmm
PrIr2,m-3m,Pr,P63/mmc,Ir,Fm-3m
PrLu3,6/mmm,Pr,P63/mmc,Lu,P63/mmc
PrMg,m-3m,Pr,P63/mmc,Mg,P63/mmc
PrMg3,m-3m,Pr,P63/mmc,Mg,P63/mmc
PrN,m-3m,Pr,P63/mmc,N,P63/mmc
PrN,-43m,Pr,P63/mmc,N,P63/mmc
PrN,4/mmm,Pr,P63/mmc,N,P63/mmc
PrN,m-3m,Pr,P63/mmc,N,P63/mmc
PrNi5,6/mmm,Pr,P63/mmc,Ni,Fm-3m
PrNi2,m-3m,Pr,P63/mmc,Ni,Fm-3m
Pr2O3,-3m,Pr,P63/mmc,O,C12/m1
PrO2,m-3m,Pr,P63/mmc,O,C12/m1
PrOs2,m-3m,Pr,P63/mmc,Os,P63/mmc
PrP,m-3m,Pr,P63/mmc,P,P-1
PrPb3,m-3m,Pr,P63/mmc,Pb,Fm-3m
Pr3Pb,m-3m,Pr,P63/mmc,Pb,Fm-3m
PrPd3,m-3m,Pr,P63/mmc,Pd,Fm-3m
PrPt2,m-3m,Pr,P63/mmc,Pt,Fm-3m
PrPt5,6/mmm,Pr,P63/mmc,Pt,Fm-3m
PrPt3,m-3m,Pr,P63/mmc,Pt,Fm-3m
PrRe2,m-3m,Pr,P63/mmc,Re,P63/mmc
PrRh2,m-3m,Pr,P63/mmc,Rh,Fm-3m
PrRu2,m-3m,Pr,P63/mmc,Ru,P63/mmc
Pr2S3,mmm,Pr,P63/mmc,S,Fddd
PrS,m-3m,Pr,P63/mmc,S,Fddd
PrSb,m-3m,Pr,P63/mmc,Sb,R-3m
PrSb,4/mmm,Pr,P63/mmc,Sb,R-3m
PrSe,m-3m,Pr,P63/mmc,Se,P121/c1
PrSe2,4/mmm,Pr,P63/mmc,Se,P121/c1
PrSi,mmm,Pr,P63/mmc,Si,Fd-3m
PrSm3,m-3m,Pr,P63/mmc,Sm,R-3m
PrSn2,mmm,Pr,P63/mmc,Sn,I41/amd
Pr3Sn,m-3m,Pr,P63/mmc,Sn,I41/amd
PrTe,m-3m,Pr,P63/mmc,Te,P3121
PrTe2,4/mmm,Pr,P63/mmc,Te,P3121
PrTe,m-3m,Pr,P63/mmc,Te,P3121
PrTl,m-3m,Pr,P63/mmc,Tl,P63/mmc
Pr3Tl,m-3m,Pr,P63/mmc,Tl,P63/mmc
Pr2Tl,6/mmm,Pr,P63/mmc,Tl,P63/mmc
PrTm3,6/mmm,Pr,P63/mmc,Tm,P63/mmc
PrZn5,6/mmm,Pr,P63/mmc,Zn,P63/mmc
NdAg2,6/mmm,Nd,P63/mmc,Ag,Fm-3m
NdAl2,m-3m,Nd,P63/mmc,Al,Fm-3m
NdAl3,6/mmm,Nd,P63/mmc,Al,Fm-3m
NdAl4,4/mmm,Nd,P63/mmc,Al,Fm-3m
Nd2Al,m-3m,Nd,P63/mmc,Al,Fm-3m
NdAs,m-3m,Nd,P63/mmc,As,R-3m
NdAs,4/mmm,Nd,P63/mmc,As,R-3m
NdB6,m-3m,Nd,P63/mmc,B,R-3m
NdBi,m-3m,Nd,P63/mmc,Bi,C12/m1
NdBr3,mmm,Nd,P63/mmc,Br,Cmca
NdC2,4/mmm,Nd,P63/mmc,C,P63/mmc
NdCd,m-3m,Nd,P63/mmc,Cd,P63/mmc
NdCl3,6/m,Nd,P63/mmc,Cl,Cmca
NdCo2,m-3m,Nd,P63/mmc,Co,P63/mmc
NdCo5,6/mmm,Nd,P63/mmc,Co,P63/mmc
NdCu5,6/mmm,Nd,P63/mmc,Cu,Fm-3m
NdDy3,6/mmm,Nd,P63/mmc,Dy,P63/mmc
NdFe5,6/mmm,Nd,P63/mmc,Fe,Im-3m
NdGa2,6/mmm,Nd,P63/mmc,Ga,Cmca
NdGa3,m-3m,Nd,P63/mmc,Ga,Cmca
NdGe3,m-3m,Nd,P63/mmc,Ge,Fm-3m
NdH2,m-3m,Nd,P63/mmc,H,P63/mmc
NdHg2,6/mmm,Nd,P63/mmc,Hg,R-3m
NdHg,m-3m,Nd,P63/mmc,Hg,R-3m
NdI3,6/mmm,Nd,P63/mmc,I,Cmca
NdI2,4/mmm,Nd,P63/mmc,I,Cmca
Nd3In,m-3m,Nd,P63/mmc,In,I4/mmm
NdIn3,m-3m,Nd,P63/mmc,In,I4/mmm
NdIr2,m-3m,Nd,P63/mmc,Ir,Fm-3m
NdIr3,m-3m,Nd,P63/mmc,Ir,Fm-3m
NdMg,m-3m,Nd,P63/mmc,Mg,P63/mmc
Nd2Mg,mmm,Nd,P63/mmc,Mg,P63/mmc
NdN,m-3m,Nd,P63/mmc,N,P63/mmc
NdNi2,m-3m,Nd,P63/mmc,Ni,Fm-3m
Nd2O3,m-3,Nd,P63/mmc,O,C12/m1
NdO2,m-3m,Nd,P63/mmc,O,C12/m1
Nd2O3,6/mmm,Nd,P63/mmc,O,C12/m1
Nd2O3,m-3m,Nd,P63/mmc,O,C12/m1
NdP,m-3m,Nd,P63/mmc,P,P-1
NdP3,4/mmm,Nd,P63/mmc,P,P-1
NdPb3,m-3m,Nd,P63/mmc,Pb,Fm-3m
NdPd,mmm,Nd,P63/mmc,Pd,Fm-3m
NdPd3,m-3m,Nd,P63/mmc,Pd,Fm-3m
Nd3Pd,4/mmm,Nd,P63/mmc,Pd,Fm-3m
NdPt2,m-3m,Nd,P63/mmc,Pt,Fm-3m
NdPt3,m-3m,Nd,P63/mmc,Pt,Fm-3m
Nd2S3,mmm,Nd,P63/mmc,S,Fddd
NdS,m-3m,Nd,P63/mmc,S,Fddd
NdS2,m-3m,Nd,P63/mmc,S,Fddd
NdSb,4/mmm,Nd,P63/mmc,Sb,R-3m
NdSc3,6/mmm,Nd,P63/mmc,Sc,P63/mmc
NdSe,m-3m,Nd,P63/mmc,Se,P121/c1
NdSe2,2/m,Nd,P63/mmc,Se,P121/c1
NdSi,mmm,Nd,P63/mmc,Si,Fd-3m
NdSi2,m-3m,Nd,P63/mmc,Si,Fd-3m
Nd3Sm,m-3m,Nd,P63/mmc,Sm,R-3m
NdSn3,m-3m,Nd,P63/mmc,Sn,I41/amd
NdSn2,mmm,Nd,P63/mmc,Sn,I41/amd
NdTe,m-3m,Nd,P63/mmc,Te,P3121
Nd3Tl,m-3m,Nd,P63/mmc,Tl,P63/mmc
NdTl,m-3m,Nd,P63/mmc,Tl,P63/mmc
Nd2Tl,6/mmm,Nd,P63/mmc,Tl,P63/mmc
NdTm3,m-3m,Nd,P63/mmc,Tm,P63/mmc
NdY3,m-3m,Nd,P63/mmc,Y,P63/mmc
NdZn2,mmm,Nd,P63/mmc,Zn,P63/mmc
NdZn5,6/mmm,Nd,P63/mmc,Zn,P63/mmc
Nd3Zr,6/mmm,Nd,P63/mmc,Zr,P63/mmc
PmAg3,m-3m,Pm,,Ag,Fm-3m
PmAl3,6/mmm,Pm,,Al,Fm-3m
PmB3,6/mmm,Pm,,B,R-3m
PmBi3,4/mmm,Pm,,Bi,C12/m1
PmBr3,6/mmm,Pm,,Br,Cmca
PmCd3,m-3m,Pm,,Cd,P63/mmc
PmCu3,6/mmm,Pm,,Cu,Fm-3m
PmF3,4/mmm,Pm,,F,C12/c1
PmHo3,6/mmm,Pm,,Ho,P63/mmc
PmMg,m-3m,Pm,,Mg,P63/mmc
Pm2Mg,4/mmm,Pm,,Mg,P63/mmc
Pm2O3,-3m,Pm,,O,C12/m1
Pm3Pb,m-3m,Pm,,Pb,Fm-3m
PmPd3,m-3m,Pm,,Pd,Fm-3m
PmZn3,6/mmm,Pm,,Zn,P63/mmc
SmAl2,m-3m,Sm,R-3m,Al,Fm-3m
SmAl3,6/mmm,Sm,R-3m,Al,Fm-3m
SmAl4,4/mmm,Sm,R-3m,Al,Fm-3m
Sm3Al,m-3m,Sm,R-3m,Al,Fm-3m
SmAs,m-3m,Sm,R-3m,As,R-3m
SmAs3,4/mmm,Sm,R-3m,As,R-3m
SmAs3,m-3m,Sm,R-3m,As,R-3m
SmAs,4/mmm,Sm,R-3m,As,R-3m
SmB6,m-3m,Sm,R-3m,B,R-3m
SmB2,6/mmm,Sm,R-3m,B,R-3m
SmBi,m-3m,Sm,R-3m,Bi,C12/m1
SmBr3,mmm,Sm,R-3m,Br,Cmca
SmBr,-6m2,Sm,R-3m,Br,Cmca
SmC2,4/mmm,Sm,R-3m,C,P63/mmc
SmCd2,6/mmm,Sm,R-3m,Cd,P63/mmc
SmCd3,6/mmm,Sm,R-3m,Cd,P63/mmc
SmCd,m-3m,Sm,R-3m,Cd,P63/mmc
SmCd3,m-3m,Sm,R-3m,Cd,P63/mmc
Sm3Cd,6/mmm,Sm,R-3m,Cd,P63/mmc
SmCl3,6/mmm,Sm,R-3m,Cl,Cmca
SmCl2,4/mmm,Sm,R-3m,Cl,Cmca
SmCo2,m-3m,Sm,R-3m,Co,P63/mmc
SmCo5,6/mmm,Sm,R-3m,Co,P63/mmc
SmCu5,6/mmm,Sm,R-3m,Cu,Fm-3m
Sm3Er,6/mmm,Sm,R-3m,Er,P63/mmc
SmF3,mmm,Sm,R-3m,F,C12/c1
SmFe5,6/mmm,Sm,R-3m,Fe,Im-3m
SmGa2,6/mmm,Sm,R-3m,Ga,Cmca
SmGa3,6/mmm,Sm,R-3m,Ga,Cmca
SmGe2,4/mmm,Sm,R-3m,Ge,Fm-3m
SmGe3,6/mmm,Sm,R-3m,Ge,Fm-3m
SmH2,m-3m,Sm,R-3m,H,P63/mmc
SmH3,m-3m,Sm,R-3m,H,P63/mmc
Sm3Hf,m-3m,Sm,R-3m,Hf,P63/mmc
SmHg3,6/mmm,Sm,R-3m,Hg,R-3m
Sm3Hg,6/mmm,Sm,R-3m,Hg,R-3m
Sm3Ho,6/mmm,Sm,R-3m,Ho,P63/mmc
SmI3,6/mmm,Sm,R-3m,I,Cmca
Sm3I,4/mmm,Sm,R-3m,I,Cmca
Sm3I,6/mmm,Sm,R-3m,I,Cmca
Sm3In,m-3m,Sm,R-3m,In,I4/mmm
Sm2In,6/mmm,Sm,R-3m,In,I4/mmm
SmIn,m-3m,Sm,R-3m,In,I4/mmm
SmLu3,6/mmm,Sm,R-3m,Lu,P63/mmc
SmMg,m-3m,Sm,R-3m,Mg,P63/mmc
SmMg3,6/mmm,Sm,R-3m,Mg,P63/mmc
Sm5Mg,32,Sm,R-3m,Mg,P63/mmc
SmMg3,m-3m,Sm,R-3m,Mg,P63/mmc
Sm5Mg,mm2,Sm,R-3m,Mg,P63/mmc
SmMn3,6/mmm,Sm,R-3m,Mn,I-43m
SmNi,mmm,Sm,R-3m,Ni,Fm-3m
SmNi5,6/mmm,Sm,R-3m,Ni,Fm-3m
SmNi2,m-3m,Sm,R-3m,Ni,Fm-3m
Sm2O3,m-3,Sm,R-3m,O,C12/m1
Sm2O,4/mmm,Sm,R-3m,O,C12/m1
SmO3,6/m,Sm,R-3m,O,C12/m1
Sm2O3,m-3m,Sm,R-3m,O,C12/m1
SmP,m-3m,Sm,R-3m,P,P-1
SmP3,4/mmm,Sm,R-3m,P,P-1
SmPd,mmm,Sm,R-3m,Pd,Fm-3m
SmPd3,m-3m,Sm,R-3m,Pd,Fm-3m
Sm3Pd,4/mmm,Sm,R-3m,Pd,Fm-3m
SmPt2,m-3m,Sm,R-3m,Pt,Fm-3m
SmPt,mmm,Sm,R-3m,Pt,Fm-3m
SmPt3,m-3m,Sm,R-3m,Pt,Fm-3m
SmRe3,m-3m,Sm,R-3m,Re,P63/mmc
SmRh,m-3m,Sm,R-3m,Rh,Fm-3m
SmRh2,m-3m,Sm,R-3m,Rh,Fm-3m
SmRu2,m-3m,Sm,R-3m,Ru,P63/mmc
SmS,m-3m,Sm,R-3m,S,Fddd
Sm2S3,mmm,Sm,R-3m,S,Fddd
SmS,4/mmm,Sm,R-3m,S,Fddd
SmSb,m-3m,Sm,R-3m,Sb,R-3m
SmSb2,mmm,Sm,R-3m,Sb,R-3m
SmSe,m-3m,Sm,R-3m,Se,P121/c1
SmSn3,m-3m,Sm,R-3m,Sn,I41/amd
SmTe,m-3m,Sm,R-3m,Te,P3121
SmTe2,4/mmm,Sm,R-3m,Te,P3121
SmTe3,mmm,Sm,R-3m,Te,P3121
SmTe,m-3m,Sm,R-3m,Te,P3121
SmTh3,m-3m,Sm,R-3m,Th,Fm-3m
Sm2Tl,6/mmm,Sm,R-3m,Tl,P63/mmc
SmTl,m-3m,Sm,R-3m,Tl,P63/mmc
SmTm3,6/mmm,Sm,R-3m,Tm,P63/mmc
SmTm3,m-3m,Sm,R-3m,Tm,P63/mmc
Sm3V,m-3m,Sm,R-3m,V,Im-3m
Sm3Y,6/mmm,Sm,R-3m,Y,P63/mmc
SmY3,m-3m,Sm,R-3m,Y,P63/mmc
SmZn5,6/mmm,Sm,R-3m,Zn,P63/mmc
EuAl2,m-3m,Eu,Im-3m,Al,Fm-3m
EuB6,m-3m,Eu,Im-3m,B,R-3m
EuCd,m-3m,Eu,Im-3m,Cd,P63/mmc
EuCl3,6/m,Eu,Im-3m,Cl,Cmca
EuCl2,mmm,Eu,Im-3m,Cl,Cmca
EuF2,m-3m,Eu,Im-3m,F,C12/c1
EuF3,mmm,Eu,Im-3m,F,C12/c1
EuGa2,6/mmm,Eu,Im-3m,Ga,Cmca
EuGe2,-3m,Eu,Im-3m,Ge,Fm-3m
EuHg,m-3m,Eu,Im-3m,Hg,R-3m
EuI2,2/m,Eu,Im-3m,I,Cmca
EuIr2,m-3m,Eu,Im-3m,Ir,Fm-3m
EuMg,m-3m,Eu,Im-3m,Mg,P63/mmc
EuN,m-3m,Eu,Im-3m,N,P63/mmc
Eu2O3,2/m,Eu,Im-3m,O,C12/m1
EuPd2,m-3m,Eu,Im-3m,Pd,Fm-3m
EuS,m-3m,Eu,Im-3m,S,Fddd
EuSe,m-3m,Eu,Im-3m,Se,P121/c1
EuSi2,6/mmm,Eu,Im-3m,Si,Fd-3m
EuTe,m-3m,Eu,Im-3m,Te,P3121
EuTe,m-3m,Eu,Im-3m,Te,P3121
EuZn,m-3m,Eu,Im-3m,Zn,P63/mmc
GdAl2,m-3m,Gd,P63/mmc,Al,Fm-3m
GdAs,m-3m,Gd,P63/mmc,As,R-3m
GdB6,m-3m,Gd,P63/mmc,B,R-3m
GdB2,6/mmm,Gd,P63/mmc,B,R-3m
GdBr3,2/m,Gd,P63/mmc,Br,Cmca
GdC2,4/mmm,Gd,P63/mmc,C,P63/mmc
GdCd,m-3m,Gd,P63/mmc,Cd,P63/mmc
GdCd2,6/mmm,Gd,P63/mmc,Cd,P63/mmc
GdCl3,6/m,Gd,P63/mmc,Cl,Cmca
GdF3,m-3m,Gd,P63/mmc,F,C12/c1
GdGa2,6/mmm,Gd,P63/mmc,Ga,Cmca
GdGa,mmm,Gd,P63/mmc,Ga,Cmca
GdIn,4/mmm,Gd,P63/mmc,In,I4/mmm
GdIn,m-3m,Gd,P63/mmc,In,I4/mmm
Gd2O3,m-3,Gd,P63/mmc,O,C12/m1
GdO,-43m,Gd,P63/mmc,O,C12/m1
GdO2,4/mmm,Gd,P63/mmc,O,C12/m1
GdP,m-3m,Gd,P63/mmc,P,P-1
GdPt3,m-3m,Gd,P63/mmc,Pt,Fm-3m
GdS,m-3m,Gd,P63/mmc,S,Fddd
GdSb,m-3m,Gd,P63/mmc,Sb,R-3m
GdSe,m-3m,Gd,P63/mmc,Se,P121/c1
GdSi2,6/mmm,Gd,P63/mmc,Si,Fd-3m
GdTe,m-3m,Gd,P63/mmc,Te,P3121
GdTl,m-3m,Gd,P63/mmc,Tl,P63/mmc
GdTl3,m-3m,Gd,P63/mmc,Tl,P63/mmc
TbAg2,4/mmm,Tb,P63/mmc,Ag,Fm-3m
TbAl2,m-3m,Tb,P63/mmc,Al,Fm-3m
TbAs,m-3m,Tb,P63/mmc,As,R-3m
TbAu3,mmm,Tb,P63/mmc,Au,Fm-3m
TbAu2,4/mmm,Tb,P63/mmc,Au,Fm-3m
TbB2,6/mmm,Tb,P63/mmc,B,R-3m
TbB6,m-3m,Tb,P63/mmc,B,R-3m
TbBi,m-3m,Tb,P63/mmc,Bi,C12/m1
Tb2C,-3m,Tb,P63/mmc,C,P63/mmc
TbC2,4/mmm,Tb,P63/mmc,C,P63/mmc
TbCd2,6/mmm,Tb,P63/mmc,Cd,P63/mmc
TbCd3,6/mmm,Tb,P63/mmc,Cd,P63/mmc
TbCl3,4/mmm,Tb,P63/mmc,Cl,Cmca
TbCl3,6/m,Tb,P63/mmc,Cl,Cmca
